time	gasCreateMean(2)	gasCreateStd(3)	gasTotalMean(4)	gasTotalStd(5)	createMean(6)	createStd(7)	totKitty(8)	avgKitty(9)	minKitty(10)	maxKitty(11)	stdKitty(12)
111720	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
111780	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
111840	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
111900	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
111960	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
112020	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
112080	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
112140	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
112200	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
112260	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
112320	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
112380	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
112440	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
112500	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
112560	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
112620	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
112680	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
112740	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
112800	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
112860	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
112920	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
112980	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
113040	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
113100	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
113160	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
113220	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
113280	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
113340	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
113400	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
113460	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
113520	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
113580	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
113640	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
113700	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
113760	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
113820	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
113880	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
113940	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
114000	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
114060	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
114120	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
114180	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
114240	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
114300	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
114360	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
114420	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
114480	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
114540	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
114600	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
114660	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
114720	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
114780	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
114840	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
114900	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
114960	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
115020	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
115080	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
115140	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
115200	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
115260	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
115320	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
115380	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
115440	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
115500	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
115560	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
115620	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
115680	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
115740	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
115800	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
115860	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
115920	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
115980	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
116040	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
116100	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
116160	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
116220	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
116280	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
116340	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
116400	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
116460	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
116520	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
116580	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
116640	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
116700	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
116760	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
116820	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
116880	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
116940	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
117000	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
117060	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
117120	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
117180	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
117240	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
117300	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
117360	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
117420	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
117480	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
117540	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
117600	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
117660	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
117720	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
117780	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
117840	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
117900	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
117960	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
118020	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
118080	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
118140	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
118200	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
118260	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
118320	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
118380	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
118440	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
118500	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
118560	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
118620	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
118680	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
118740	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
118800	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
118860	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
118920	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
118980	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
119040	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
119100	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
119160	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
119220	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
119280	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
119340	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
119400	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
119460	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
119520	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
119580	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
119640	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
119700	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
119760	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
119820	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
119880	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
119940	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
120000	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
120060	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
120120	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
120180	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
120240	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
120300	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
120360	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
120420	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
120480	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
120540	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
120600	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
120660	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
120720	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
120780	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
120840	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
120900	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
120960	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
121020	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
121080	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
121140	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
121200	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
121260	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
121320	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
121380	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
121440	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
121500	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
121560	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
121620	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
121680	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
121740	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
121800	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
121860	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
121920	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
121980	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
122040	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
122100	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
122160	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
122220	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
122280	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
122340	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
122400	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
122460	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
122520	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
122580	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
122640	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
122700	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
122760	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
122820	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
122880	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
122940	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
123000	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
123060	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
123120	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
123180	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
123240	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
123300	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
123360	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
123420	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
123480	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
123540	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
123600	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
123660	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
123720	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
123780	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
123840	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
123900	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
123960	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
124020	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
124080	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
124140	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
124200	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
124260	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
124320	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
124380	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
124440	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
124500	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
124560	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
124620	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
124680	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
124740	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
124800	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
124860	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
124920	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
124980	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
125040	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
125100	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
125160	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
125220	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
125280	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
125340	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
125400	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
125460	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
125520	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
125580	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
125640	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
125700	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
125760	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
125820	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
125880	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
125940	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
126000	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
126060	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
126120	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
126180	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
126240	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
126300	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
126360	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
126420	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
126480	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
126540	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
126600	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
126660	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
126720	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
126780	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
126840	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
126900	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
126960	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
127020	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
127080	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
127140	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
127200	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
127260	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
127320	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
127380	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
127440	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
127500	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
127560	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
127620	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
127680	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
127740	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
127800	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
127860	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
127920	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
127980	0.0	0.0	0.0	0.0	0.4	0.48989794855663565	2	0.4	0	1	0.48989794855663565
