time	gasCreaMean(2)	gasCreaStd(3)	gasTotalMean(4)	gasTotalStd(5)	creaMean(6)	creaStd(7)	totKitty(8)	avgKitty(9)	minKitty(10)	maxKitty(11)	stdKitty(12)
77760	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
77820	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
77880	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
77940	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
78000	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
78060	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
78120	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
78180	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
78240	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
78300	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
78360	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
78420	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
78480	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
78540	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
78600	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
78660	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
78720	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
78780	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
78840	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
78900	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
78960	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
79020	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
79080	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
79140	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
79200	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
79260	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
79320	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
79380	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
79440	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
79500	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
79560	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
79620	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
79680	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
79740	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
79800	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
79860	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
79920	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
79980	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
80040	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
80100	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
80160	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
80220	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
80280	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
80340	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
80400	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
80460	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
80520	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
80580	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
80640	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
80700	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
80760	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
80820	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
80880	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
80940	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
81000	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
81060	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
81120	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
81180	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
81240	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
81300	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
81360	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
81420	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
81480	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
81540	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
81600	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
81660	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
81720	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
81780	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
81840	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
81900	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
81960	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
82020	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
82080	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
82140	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
82200	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
82260	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
82320	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
82380	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
82440	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
82500	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
82560	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
82620	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
82680	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
82740	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
82800	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
82860	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
82920	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
82980	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
83040	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
83100	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
83160	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
83220	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
83280	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
83340	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
83400	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
83460	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
83520	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
83580	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
83640	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
83700	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
83760	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
83820	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
83880	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
83940	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
84000	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
84060	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
84120	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
84180	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
84240	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
84300	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
84360	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
84420	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
84480	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
84540	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
84600	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
84660	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
84720	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
84780	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
84840	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
84900	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
84960	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
85020	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
85080	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
85140	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
85200	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
85260	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
85320	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
85380	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
85440	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
85500	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
85560	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
85620	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
85680	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
85740	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
85800	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
85860	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
85920	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
85980	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
86040	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
86100	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
86160	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
86220	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
86280	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
86340	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
86400	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
86460	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
86520	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
86580	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
86640	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
86700	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
86760	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
86820	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
86880	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
86940	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
87000	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
87060	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
87120	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
87180	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
87240	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
87300	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
87360	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
87420	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
87480	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
87540	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
87600	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
87660	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
87720	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
87780	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
87840	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
87900	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
87960	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
88020	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
88080	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
88140	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
88200	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
88260	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
88320	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
88380	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
88440	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
88500	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
88560	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
88620	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
88680	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
88740	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
88800	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
88860	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
88920	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
88980	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
89040	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
89100	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
89160	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
89220	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
89280	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
89340	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
89400	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
89460	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
89520	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
89580	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
89640	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
89700	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
89760	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
89820	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
89880	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
89940	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
90000	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
90060	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
90120	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
90180	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
90240	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
90300	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
90360	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
90420	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
90480	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
90540	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
90600	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
90660	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
90720	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
90780	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
90840	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
90900	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
90960	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
91020	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
91080	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
91140	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
91200	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
91260	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
91320	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
91380	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
91440	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
91500	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
91560	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
91620	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
91680	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
91740	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
91800	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
91860	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
91920	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
91980	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
92040	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
92100	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
92160	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
92220	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
92280	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
92340	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
92400	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
92460	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
92520	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
92580	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
92640	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
92700	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
92760	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
92820	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
92880	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
92940	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
93000	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
93060	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
93120	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
93180	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
93240	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
93300	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
93360	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
93420	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
93480	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
93540	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
93600	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
93660	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
93720	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
93780	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
93840	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
93900	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
93960	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
94020	0.0	0.0	0.0	0.0	0.8	1.1661903789690602	4	0.8	0	3	1.1661903789690602
